"ZDM","UPDOWN","ZDXH","JINGDU","WEIDU","XLH","BUSLINE_ID","LINETYPE_ID","CITY_ID"
"欧华小区","1","28","123.02945","41.08699","25","8660","10","1"
"","1","29","0","0","25","8660","10","1"
"","1","30","0","0","25","8660","10","1"
"","1","31","0","0","25","8660","10","1"
"","1","32","0","0","25","8660","10","1"
"","1","33","0","0","25","8660","10","1"
"","1","34","0","0","25","8660","10","1"
"","1","35","0","0","25","8660","10","1"
"苗圃","0","0","123.06933","41.14946","28","8661","10","1"
"太平小区","0","1","123.0812","41.15807","28","8661","10","1"
"太平村","0","2","123.08004","41.15719","28","8661","10","1"
"曙光医院","0","3","123.06363","41.14805","28","8661","10","1"
"三高职","0","4","123.05915","41.14695","28","8661","10","1"
"四院","0","5","123.05784","41.14477","28","8661","10","1"
"深沟寺十一区","0","6","123.05631","41.14356","28","8661","10","1"
"深沟寺八区","0","7","123.05032","41.13808","28","8661","10","1"
"北国知春","0","8","123.05397","41.1355","28","8661","10","1"
"鞍钢高中","0","9","123.0521","41.13375","28","8661","10","1"
"曙光路南口","0","10","123.04305","41.13125","28","8661","10","1"
"健身广场","0","11","123.03818","41.1332","28","8661","10","1"
"双山路口","0","12","123.03915","41.13387","28","8661","10","1"
"朝阳小学","0","13","0","0","28","8661","10","1"
"朝阳一街","0","14","123.02906","41.13114","28","8661","10","1"
"建设机电公司","0","15","123.02655","41.13053","28","8661","10","1"
"四海酒店","0","16","123.02064","41.12796","28","8661","10","1"
"铁东区地税局","0","17","123.03332","41.15271","28","8661","10","1"
"中华南路","0","18","122.9928","41.09083","28","8661","10","1"
"铁东八道街","0","19","123.0067","41.11909","28","8661","10","1"
"四隆广场","0","20","123.00212","41.12053","28","8661","10","1"
"五一公交枢纽站","0","21","0","0","28","8661","10","1"
"五一公交枢纽站","1","0","0","0","28","8661","10","1"
"站前街","1","1","122.99142","41.12047","28","8661","10","1"
"工商银行","1","2","123.0137","41.13633","28","8661","10","1"
"二一九公园","1","3","123.0119","41.11255","28","8661","10","1"
"新华街东口","1","4","123.00897","41.12381","28","8661","10","1"
"铁东区地税局","1","5","123.03332","41.15271","28","8661","10","1"
"四海酒店","1","6","123.02064","41.12796","28","8661","10","1"
"建设机电公司","1","7","123.02658","41.13053","28","8661","10","1"
"朝阳一街","1","8","123.02906","41.13114","28","8661","10","1"
"朝阳小学","1","9","0","0","28","8661","10","1"
"双山路口","1","10","123.03915","41.13387","28","8661","10","1"
"健身广场","1","11","123.03821","41.1332","28","8661","10","1"
"曙光路南口","1","12","123.04308","41.13125","28","8661","10","1"
"鞍钢高中","1","13","123.05213","41.13375","28","8661","10","1"
"北国知春","1","14","123.05397","41.1355","28","8661","10","1"
"深沟寺八区","1","15","123.05032","41.13808","28","8661","10","1"
"深沟寺十一区","1","16","123.05631","41.14356","28","8661","10","1"
"四院","1","17","123.05784","41.14477","28","8661","10","1"
"三高职","1","18","123.05918","41.14695","28","8661","10","1"
"曙光医院","1","19","123.06366","41.14805","28","8661","10","1"
"太平村","1","20","123.08007","41.15719","28","8661","10","1"
"太平小区","1","21","123.08123","41.15807","28","8661","10","1"
"苗圃","1","22","123.06936","41.14946","28","8661","10","1"
"红星美凯龙(职教城)","0","0","122.94059","41.14386","29","8662","10","1"
"奥育街","0","1","122.93746","41.14628","29","8662","10","1"
"十里河灯饰城(凯兴冷库)","0","2","122.94059","41.14386","29","8662","10","1"
"通达路","0","3","122.94407","41.14163","29","8662","10","1"
"新启明市场","0","4","0","0","29","8662","10","1"
"睿达花园","0","5","122.94674","41.14544","29","8662","10","1"
"大庆街","0","6","122.95747","41.14104","29","8662","10","1"
"大西街北口","0","7","122.96174","41.1388","29","8662","10","1"
"共同小学","0","8","122.95968","41.13494","29","8662","10","1"
"大西街","0","9","122.95897","41.13368","29","8662","10","1"
"永西街","0","10","122.95401","41.12253","29","8662","10","1"
"小西街","0","11","122.95517","41.12537","29","8662","10","1"
"富强街","0","12","122.96482","41.1264","29","8662","10","1"
"星火街","0","13","122.96051","41.12673","29","8662","10","1"
"铁西医院","0","14","122.96799","41.1279","29","8662","10","1"
"兴盛广场","0","15","122.9738","41.12572","29","8662","10","1"
"联营公司","0","16","122.97929","41.12401","29","8662","10","1"
"铁西广场","0","17","122.98626","41.12187","29","8662","10","1"
"虹桥北","0","18","122.99418","41.1214","29","8662","10","1"
"虹桥北","1","0","122.99413","41.12132","29","8662","10","1"
"站前(五一公交枢纽站)","1","1","122.2656","40.70301","29","8662","10","1"
"铁西广场","1","2","122.98629","41.12203","29","8662","10","1"
"联营公司","1","3","122.97995","41.12398","29","8662","10","1"
"兴盛广场","1","4","122.97375","41.12594","29","8662","10","1"
"铁西医院","1","5","122.96799","41.1279","29","8662","10","1"
"星火街","1","6","122.96051","41.12673","29","8662","10","1"
"富强街","1","7","122.95838","41.12865","29","8662","10","1"
"小西街","1","8","122.95517","41.12537","29","8662","10","1"
"永西街","1","9","122.95401","41.12253","29","8662","10","1"
"大西街","1","10","122.95894","41.13368","29","8662","10","1"
"共同小学","1","11","122.95971","41.13494","29","8662","10","1"
"大西街北口","1","12","122.96171","41.1388","29","8662","10","1"
"大庆街","1","13","122.95747","41.14104","29","8662","10","1"
"睿达花园","1","14","122.94677","41.14544","29","8662","10","1"
"阪芙小镇","1","15","122.94984","41.14018","29","8662","10","1"
"利民街","1","16","122.42685","41.38853","29","8662","10","1"
"朝鲜小学","1","17","122.94513","41.13938","29","8662","10","1"
"通达路","1","18","122.94407","41.14163","29","8662","10","1"
"十里河灯饰城(凯兴冷库)","1","19","122.94059","41.14386","29","8662","10","1"
"奥育街","1","20","122.93746","41.14628","29","8662","10","1"
"红星美凯龙(职教城)","1","21","122.94059","41.14386","29","8662","10","1"
"","1","22","0","0","29","8662","10","1"
"","1","23","0","0","29","8662","10","1"
"五一公交枢纽站","0","0","0","0","30","8663","10","1"
"八卦街","0","1","123.0042","41.12739","30","8663","10","1"
"钢城街","0","2","123.00094","41.12735","30","8663","10","1"
"正义街","0","3","123.00421","41.12863","30","8663","10","1"
"新光街","0","4","123.00912","41.12868","30","8663","10","1"
"鞍钢总医院","0","5","123.01657","41.12628","30","8663","10","1"
"35中","0","6","123.0218","41.12874","30","8663","10","1"
"建设机电公司院","0","7","122.98488","41.11645","30","8663","10","1"
"朝阳三街","0","8","123.03133","41.13188","30","8663","10","1"
"玉田街","0","9","123.03919","41.12397","30","8663","10","1"
"曙光路南口","0","10","123.04305","41.13125","30","8663","10","1"
"深沟寺广场","0","11","123.04559","41.12888","30","8663","10","1"
"东山林语","0","12","123.05204","41.12428","30","8663","10","1"
"汇芳园","0","13","123.05483","41.11799","30","8663","10","1"
"智慧城北门","0","14","123.05742","41.11588","30","8663","10","1"
"高新广场","0","15","123.06521","41.11401","30","8663","10","1"
"鼎祥家园","0","16","123.07227","41.11549","30","8663","10","1"
"鼎祥家园","1","0","123.0723","41.11549","30","8663","10","1"
"高新广场","1","1","123.06521","41.11401","30","8663","10","1"
"智慧城北门","1","2","123.05742","41.11588","30","8663","10","1"
"汇芳园","1","3","123.05486","41.11799","30","8663","10","1"
"东山林语","1","4","123.05207","41.12428","30","8663","10","1"
"深沟寺广场","1","5","123.04556","41.12888","30","8663","10","1"
"曙光路南口","1","6","123.04308","41.13125","30","8663","10","1"
"玉田街","1","7","123.03919","41.12397","30","8663","10","1"
"朝阳三街","1","8","123.03133","41.13188","30","8663","10","1"
"建设机电公司","1","9","123.02655","41.13053","30","8663","10","1"
"35中","1","10","123.0218","41.12874","30","8663","10","1"
"鞍钢总医院","1","11","123.01657","41.12628","30","8663","10","1"
"新光街","1","12","123.00915","41.12868","30","8663","10","1"
"正义街","1","13","123.00424","41.12863","30","8663","10","1"
"钢城街","1","14","123.00097","41.12735","30","8663","10","1"
"八卦街","1","15","123.0042","41.12739","30","8663","10","1"
"五一公交枢纽站","1","16","0","0","30","8663","10","1"
"通尊科技园","0","0","122.93976","41.10031","31","8664","10","1"
"通尊产业园","0","1","122.94334","41.09651","31","8664","10","1"
"果园街","0","2","122.9417","41.08801","31","8664","10","1"
"创业街","0","3","122.94857","41.09036","31","8664","10","1"
"双台路","0","4","122.95575","41.09626","31","8664","10","1"
"永宁街","0","5","122.95814","41.10084","31","8664","10","1"
"南华街","0","6","122.968","41.10257","31","8664","10","1"
"第二医院","0","7","122.5214","41.21514","31","8664","10","1"
"三街口","0","8","122.97699","41.10321","31","8664","10","1"
"新开街","0","9","122.97585","41.10761","31","8664","10","1"
"汇贤里小区","0","10","122.9806","41.10888","31","8664","10","1"
"妇儿医院","0","11","122.9826","41.11237","31","8664","10","1"
"十纬巷","0","12","122.98488","41.11645","31","8664","10","1"
"铁西广场","0","13","122.98674","41.12174","31","8664","10","1"
"鞍钢正门","0","14","122.99026","41.12085","31","8664","10","1"
"五一公交枢纽站","0","15","0","0","31","8664","10","1"
"五一公交枢纽站","1","0","0","0","31","8664","10","1"
"鞍钢正门","1","1","122.99026","41.12085","31","8664","10","1"
"铁西广场","1","2","122.98674","41.12174","31","8664","10","1"
"十纬巷","1","3","122.98488","41.11645","31","8664","10","1"
"妇儿医院","1","4","122.9826","41.11237","31","8664","10","1"
"汇贤里小区","1","5","122.9806","41.10888","31","8664","10","1"
"新开街","1","6","122.97585","41.10761","31","8664","10","1"
"三街口","1","7","122.97439","41.10388","31","8664","10","1"
"第二医院","1","8","122.5214","41.21514","31","8664","10","1"
"南华街","1","9","122.968","41.10257","31","8664","10","1"
"永宁街","1","10","122.95814","41.10084","31","8664","10","1"
"双台路","1","11","122.95575","41.09626","31","8664","10","1"
"创业街","1","12","122.94857","41.09036","31","8664","10","1"
"果园街","1","13","122.9417","41.08801","31","8664","10","1"
"通尊产业园","1","14","122.94334","41.09651","31","8664","10","1"
"通尊科技园","1","15","122.93976","41.10031","31","8664","10","1"
"苗圃","0","0","123.07168","41.14733","33","8665","10","1"
"太平小区","0","1","123.0812","41.15807","33","8665","10","1"
"太平村","0","2","123.0626","41.15054","33","8665","10","1"
"太平街","0","3","123.04842","41.15706","33","8665","10","1"
"工业街","0","4","123.05302","41.15091","33","8665","10","1"
"丽水家园","0","5","123.00078","41.12553","33","8665","10","1"
"智慧新城","0","6","123.0417","41.16004","33","8665","10","1"
"水源街","0","7","123.03985","41.15855","33","8665","10","1"
"三院","0","8","123.03404","41.15417","33","8665","10","1"
"立山广场","0","9","123.03401","41.15308","33","8665","10","1"
"立山火车站","0","10","123.02785","41.15636","33","8665","10","1"
"劳动路","0","11","123.02511","41.15483","33","8665","10","1"
"立山桥洞","0","12","123.02019","41.1529","33","8665","10","1"
"双山路","0","13","123.01564","41.14732","33","8665","10","1"
"小东门","0","14","123.0125","41.14324","33","8665","10","1"
"通山街","0","15","123.00784","41.13925","33","8665","10","1"
"和平桥","0","16","123.00275","41.13519","33","8665","10","1"
"五一路","0","17","122.99867","41.12981","33","8665","10","1"
"铁东二道街","0","18","122.99874","41.122","33","8665","10","1"
"银座","0","19","122.99794","41.12059","33","8665","10","1"
"站前","0","20","122.99162","41.12029","33","8665","10","1"
"站前","1","0","122.99162","41.12029","33","8665","10","1"
"和平桥","1","1","123.00367","41.13598","33","8665","10","1"
"通山街","1","2","123.00787","41.13925","33","8665","10","1"
"小东门","1","3","123.01253","41.14324","33","8665","10","1"
"双山路","1","4","123.02239","41.14399","33","8665","10","1"
"立山桥洞","1","5","123.02016","41.15288","33","8665","10","1"
"劳动路","1","6","123.02514","41.15483","33","8665","10","1"
"立山火车站","1","7","123.02788","41.15636","33","8665","10","1"
"立山广场","1","8","123.03404","41.15308","33","8665","10","1"
"三院","1","9","123.03407","41.15417","33","8665","10","1"
"水源街","1","10","123.03988","41.15855","33","8665","10","1"
"智慧新城","1","11","123.0417","41.16004","33","8665","10","1"
"丽水家园","1","12","123.00078","41.12553","33","8665","10","1"
"工业街","1","13","123.05305","41.15091","33","8665","10","1"
"太平街","1","14","123.04842","41.15706","33","8665","10","1"
"太平村","1","15","123.08007","41.15719","33","8665","10","1"
"太平小区","1","16","123.08123","41.15807","33","8665","10","1"
"苗圃","1","17","123.06933","41.14946","33","8665","10","1"
"菁华园","0","0","123.07898","41.11675","34","8666","10","1"
"九星花园","0","1","123.05231","41.1236","34","8666","10","1"
"清华同方","0","2","123.05265","41.12114","34","8666","10","1"
"绿色智慧城北门","0","3","123.05409","41.1191","34","8666","10","1"
"汇芳园","0","4","123.05486","41.11799","34","8666","10","1"
"绿色智慧城西门","0","5","123.05458","41.11465","34","8666","10","1"
"深营路","0","6","123.05216","41.10939","34","8666","10","1"
"玉佛山隧道","0","7","123.03869","41.10794","34","8666","10","1"
"职业病院","0","8","123.02767","41.11225","34","8666","10","1"
"玉佛苑","0","9","123.02093","41.11284","34","8666","10","1"
"园林路(烟草公司)","0","10","123.01391","41.11947","34","8666","10","1"
"千山中路(人民公园)","0","11","123.0093","41.12059","34","8666","10","1"
"鞍山海关","0","12","123.00568","41.11439","34","8666","10","1"
"中心医院","0","13","123.0039","41.1115","34","8666","10","1"
"二中","0","14","122.997","41.1118","34","8666","10","1"
"景子街","0","15","122.99495","41.11555","34","8666","10","1"
"青年街(天兴百盛)","0","16","122.9978","41.12029","34","8666","10","1"
"青年街(天兴百盛)","1","0","122.99777","41.12029","34","8666","10","1"
"景子街","1","1","122.99495","41.11555","34","8666","10","1"
"二中","1","2","122.997","41.1118","34","8666","10","1"
"中心医院","1","3","123.0039","41.1115","34","8666","10","1"
"鞍山海关","1","4","123.00571","41.11439","34","8666","10","1"
"千山中路(人民公园)","1","5","123.00933","41.12059","34","8666","10","1"
"园林路(烟草公司)","1","6","123.01394","41.11947","34","8666","10","1"
"玉佛苑","1","7","123.02096","41.11284","34","8666","10","1"
"职业病院","1","8","123.0277","41.11225","34","8666","10","1"
"玉佛山隧道","1","9","123.03872","41.10794","34","8666","10","1"
"深营路","1","10","123.05219","41.10939","34","8666","10","1"
"绿色智慧城西门","1","11","123.05461","41.11465","34","8666","10","1"
"汇芳园","1","12","123.05522","41.11633","34","8666","10","1"
"清华同方","1","13","123.05268","41.12114","34","8666","10","1"
"绿色智慧城北门","1","14","123.05412","41.1191","34","8666","10","1"
"九星花园","1","15","123.05234","41.1236","34","8666","10","1"
"菁华园","1","16","123.04977","41.12647","34","8666","10","1"
"","1","17","0","0","34","8666","10","1"
"","1","18","0","0","34","8666","10","1"
"","1","19","0","0","34","8666","10","1"
"","1","20","0","0","34","8666","10","1"
"","1","21","0","0","34","8666","10","1"
"","1","22","0","0","34","8666","10","1"
"","1","23","0","0","34","8666","10","1"
"体育馆","1","6","122.93976","41.10031","35","8667","10","1"
"环山路南口","1","7","123.01958","41.13389","35","8667","10","1"
"光明街","1","8","123.01193","41.14236","35","8667","10","1"
"环山路","1","9","123.02834","41.13973","35","8667","10","1"
"双山医院","1","10","123.02947","41.13957","35","8667","10","1"
"朝阳二街","1","11","123.03048","41.13147","35","8667","10","1"
"健身广场","1","12","123.03821","41.1332","35","8667","10","1"
"深南小学","1","13","123.03828","41.13035","35","8667","10","1"
"宋家街","1","14","123.04274","41.12771","35","8667","10","1"
"抚宁街","1","15","123.03852","41.12852","35","8667","10","1"
"七区","1","16","123.03868","41.12737","35","8667","10","1"
"宋家街西口","1","17","123.04274","41.12771","35","8667","10","1"
"深沟寺广场","1","18","123.04559","41.12888","35","8667","10","1"
"鞍钢高中","1","19","123.0521","41.13375","35","8667","10","1"
"东山林语","1","20","123.05204","41.12428","35","8667","10","1"
"汇芳园","1","21","123.05483","41.11799","35","8667","10","1"
"智慧城北门","1","22","123.05742","41.11588","35","8667","10","1"
"高新广场","1","23","123.06521","41.11401","35","8667","10","1"
"玉岱美庐","1","24","123.06531","41.12082","35","8667","10","1"
"嘉泰星河","1","25","123.06924","41.12193","35","8667","10","1"
"万科城","1","26","123.06851","41.1223","35","8667","10","1"
"万科城","0","0","123.06851","41.1223","35","8667","10","1"
"嘉泰星河","0","1","123.06924","41.12193","35","8667","10","1"
"玉岱美庐","0","2","123.06531","41.12082","35","8667","10","1"
"高新广场","0","3","123.06521","41.11401","35","8667","10","1"
"智慧城北门","0","4","123.05742","41.11588","35","8667","10","1"
"汇芳园","0","5","123.05486","41.11799","35","8667","10","1"
"东山林语","0","6","123.05207","41.12428","35","8667","10","1"
"鞍钢高中","0","7","123.0521","41.13375","35","8667","10","1"
"深沟寺广场","0","8","123.04556","41.12888","35","8667","10","1"
"宋家街西口","0","9","123.04274","41.12771","35","8667","10","1"
"七区","0","10","123.03865","41.12737","35","8667","10","1"
"抚宁街","0","11","123.03849","41.12852","35","8667","10","1"
"宋家街","0","12","123.04274","41.12771","35","8667","10","1"
"深南小学","0","13","123.03828","41.13035","35","8667","10","1"
"健身广场","0","14","123.0403","41.135","35","8667","10","1"
"朝阳二街","0","15","123.03048","41.13147","35","8667","10","1"
"双山医院","0","16","123.02947","41.13957","35","8667","10","1"
"环山路","0","17","123.02831","41.13973","35","8667","10","1"
"光明街","0","18","123.0119","41.14236","35","8667","10","1"
"环山路南口","0","19","123.01955","41.13389","35","8667","10","1"
"体育馆","0","20","122.93976","41.10031","35","8667","10","1"
"团结街","0","21","123.00822","41.13152","35","8667","10","1"
"通山街西口","0","22","123.00774","41.13866","35","8667","10","1"
"和平桥","0","23","123.00364","41.13598","35","8667","10","1"
"正义街","0","24","123.00424","41.12863","35","8667","10","1"
"八卦街","0","25","123.0042","41.12739","35","8667","10","1"
"五一路","0","26","122.99769","41.12399","35","8667","10","1"
"五一路","1","0","122.99769","41.12399","35","8667","10","1"
"八卦街","1","1","123.0042","41.12739","35","8667","10","1"
"正义街","1","2","123.00421","41.12863","35","8667","10","1"
"和平桥","1","3","123.00367","41.13598","35","8667","10","1"
"通山街西口","1","4","123.00777","41.13866","35","8667","10","1"
"团结街","1","5","123.00822","41.13152","35","8667","10","1"
"站前(五一公交枢纽站)","0","0","122.2656","40.70301","38路","8668","10","1"
"铁西九道街","0","1","122.98061","41.12377","38路","8668","10","1"
"八家子","0","2","122.97386","41.12804","38路","8668","10","1"
"民生西路","0","3","122.96623","41.12831","38路","8668","10","1"
"星火街","0","4","122.96051","41.12673","38路","8668","10","1"
"大西街北口","0","5","122.96171","41.1388","38路","8668","10","1"
"大庆路","0","6","122.95876","41.14068","38路","8668","10","1"
"睿达花园","0","7","122.94677","41.14544","38路","8668","10","1"
"惠民街(达道湾管委会)","0","8","122.9457","41.14978","38路","8668","10","1"
"达道湾","0","9","122.91904","41.16283","38路","8668","10","1"
"鞍达驾校","0","10","0","0","38路","8668","10","1"
"驾考中心","0","11","122.92311","41.1691","38路","8668","10","1"
"车管所(捡车线)","0","12","0","0","38路","8668","10","1"
"车管所(检车线)","1","0","0","0","38路","8668","10","1"
"驾考中心","1","1","122.92311","41.1691","38路","8668","10","1"
"鞍达驾校","1","2","0","0","38路","8668","10","1"
"达道湾","1","3","122.91907","41.16283","38路","8668","10","1"
"惠民街(达道湾管委会)","1","4","122.9457","41.14978","38路","8668","10","1"
"睿达花园","1","5","122.94674","41.14544","38路","8668","10","1"
"大庆路","1","6","122.9577","41.14105","38路","8668","10","1"
"大西街北口","1","7","122.96174","41.1388","38路","8668","10","1"
"星火街","1","8","122.96051","41.12673","38路","8668","10","1"
"民生西路","1","9","122.96626","41.12831","38路","8668","10","1"
"八家子","1","10","122.97386","41.12804","38路","8668","10","1"
"铁西九道街","1","11","122.98064","41.12377","38路","8668","10","1"
"站前(五一公交枢纽站)","1","12","122.2656","40.70301","38路","8668","10","1"
"","1","13","0","0","38路","8668","10","1"
"","1","14","0","0","38路","8668","10","1"
"","1","15","0","0","38路","8668","10","1"
"","1","16","0","0","38路","8668","10","1"
"","1","17","0","0","38路","8668","10","1"
"","1","18","0","0","38路","8668","10","1"
"","1","19","0","0","38路","8668","10","1"
"立山站","0","0","123.04048","41.16418","39","8669","10","1"
"劳动路口","0","1","123.02518","41.1547","39","8669","10","1"
"立山广场","0","2","123.03055","41.15364","39","8669","10","1"
"孟泰公园","0","3","123.03368","41.15153","39","8669","10","1"
"自由街","0","4","123.01841","41.15091","39","8669","10","1"
"自由街隧道口","0","5","123.04248","41.14053","39","8669","10","1"
"八区","0","6","0","0","39","8669","10","1"
"十一区","0","7","123.00638","41.09746","39","8669","10","1"
"十区","0","8","123.06167","41.14251","39","8669","10","1"
"矿山技校","0","9","123.0592","41.14027","39","8669","10","1"
"九区","0","10","123.00078","41.12553","39","8669","10","1"
"鞍钢高中","0","11","123.0521","41.13375","39","8669","10","1"
"深沟寺广场(精神康复医院)","0","12","123.05631","41.14356","39","8669","10","1"
"万全街","0","13","123.04255","41.13239","39","8669","10","1"
"万全街","1","0","123.04285","41.12599","39","8669","10","1"
"深沟寺广场(精神康复医院)","1","1","123.05631","41.14356","39","8669","10","1"
"鞍钢高中","1","2","123.05213","41.13375","39","8669","10","1"
"九区","1","3","123.00078","41.12553","39","8669","10","1"
"矿山技校","1","4","123.05881","41.13978","39","8669","10","1"
"十一区","1","5","123.00638","41.09746","39","8669","10","1"
"十区","1","6","123.06167","41.14251","39","8669","10","1"
"八区","1","7","0","0","39","8669","10","1"
"自由街隧道口","1","8","123.04248","41.14053","39","8669","10","1"
"自由街","1","9","123.01841","41.15091","39","8669","10","1"
"孟泰公园","1","10","123.03826","41.15234","39","8669","10","1"
"立山广场","1","11","123.03401","41.15308","39","8669","10","1"
"劳动路口","1","12","123.02477","41.15422","39","8669","10","1"
"立山站","1","13","123.04048","41.16418","39","8669","10","1"
"明达世纪花园","0","0","123.02828","41.09242","40","8670","10","1"
"深营路","0","1","123.05216","41.10939","40","8670","10","1"
"米兰小区","0","2","123.03075","41.08937","40","8670","10","1"
"汇园路","0","3","123.03016","41.08623","40","8670","10","1"
"未来之家","0","4","123.01999","41.09191","40","8670","10","1"
"长兴街","0","5","123.01486","41.0899","40","8670","10","1"
"矿工路","0","6","123.01002","41.09399","40","8670","10","1"
"新营广场","0","7","123.00921","41.09384","40","8670","10","1"
"交警支队","0","8","123.00182","41.09523","40","8670","10","1"
"园林路(康宁街)","0","9","122.99789","41.08919","40","8670","10","1"
"中华南路","0","10","122.9928","41.09083","40","8670","10","1"
"荣誉街","0","11","122.98892","41.09204","40","8670","10","1"
"新华园","0","12","122.9837","41.09376","40","8670","10","1"
"交通宾馆","0","13","122.97673","41.09092","40","8670","10","1"
"千山区政府","0","14","122.96736","41.08021","40","8670","10","1"
"旧堡","0","15","122.96298","41.0746","40","8670","10","1"
"千山区委","0","16","122.95416","41.07608","40","8670","10","1"
"马驿屯村委会","0","17","122.94718","41.07694","40","8670","10","1"
"马驿屯村委会","1","0","122.94718","41.07694","40","8670","10","1"
"千山区委","1","1","122.95501","41.07628","40","8670","10","1"
"旧堡","1","2","122.96326","41.07382","40","8670","10","1"
"千山区政府","1","3","122.96746","41.08071","40","8670","10","1"
"交通宾馆","1","4","122.97858","41.0922","40","8670","10","1"
"新华园","1","5","122.98373","41.09376","40","8670","10","1"
"荣誉街","1","6","122.99008","41.09347","40","8670","10","1"
"中华南路","1","7","122.99283","41.09083","40","8670","10","1"
"园林路(康宁街)","1","8","122.99792","41.08919","40","8670","10","1"
"交警支队","1","9","123.00182","41.09523","40","8670","10","1"
"新营广场","1","10","123.00921","41.09384","40","8670","10","1"
"矿工路","1","11","123.01005","41.09399","40","8670","10","1"
"长兴街","1","12","123.01486","41.0899","40","8670","10","1"
"未来之家","1","13","123.01999","41.09191","40","8670","10","1"
"汇园路","1","14","123.03117","41.0976","40","8670","10","1"
"米兰小区","1","15","123.02781","41.08764","40","8670","10","1"
"深营路","1","16","123.05216","41.10939","40","8670","10","1"
"明达世纪花园","1","17","123.022","41.09058","40","8670","10","1"
"永缙桃源","0","0","123.04208","41.08186","43","8671","10","1"
"湖南街东口(澳翔郡)","0","1","123.04031","41.08504","43","8671","10","1"
"万和街东口(惠斯勒小镇)","0","2","123.03627","41.08519","43","8671","10","1"
"万科城市花园","0","3","123.03253","41.08338","43","8671","10","1"
"汇园大道(爱家皇家花园)","0","4","123.03094","41.07856","43","8671","10","1"
"莘英路","0","5","123.02038","41.08586","43","8671","10","1"
"嘉伦花园","0","6","123.01455","41.08723","43","8671","10","1"
"长兴街","0","7","123.01486","41.0899","43","8671","10","1"
"新营广场","0","8","123.00921","41.09384","43","8671","10","1"
"园林大道(交警支队)","0","9","123.00066","41.094","43","8671","10","1"
"中华南路","0","10","122.9928","41.09083","43","8671","10","1"
"安乐街","0","11","123.00993","41.09834","43","8671","10","1"
"卫钢街","0","12","123.00367","41.10524","43","8671","10","1"
"烈士山","0","13","122.99842","41.10916","43","8671","10","1"
"民生东路","0","14","122.99418","41.11071","43","8671","10","1"
"鞍山站","0","15","122.99264","41.11875","43","8671","10","1"
"红桥北","0","16","0","0","43","8671","10","1"
"站前","0","17","122.99162","41.12029","43","8671","10","1"
"站前","1","0","122.99162","41.12029","43","8671","10","1"
"鞍山站","1","1","122.99264","41.11875","43","8671","10","1"
"民生东路","1","2","122.99418","41.11071","43","8671","10","1"
"烈士山","1","3","122.99842","41.10916","43","8671","10","1"
"卫钢街","1","4","123.00367","41.10524","43","8671","10","1"
"安乐街","1","5","123.00993","41.09834","43","8671","10","1"
"中华南路","1","6","122.99811","41.0964","43","8671","10","1"
"园林大道(交警支队)","1","7","123.00066","41.094","43","8671","10","1"
"新营广场","1","8","123.00921","41.09384","43","8671","10","1"
"长兴街","1","9","123.01486","41.0899","43","8671","10","1"
"嘉伦花园","1","10","123.01458","41.08723","43","8671","10","1"
"莘英路","1","11","123.02038","41.08586","43","8671","10","1"
"汇园大道(爱家皇家花园)","1","12","123.03094","41.07856","43","8671","10","1"
"万科城市花园","1","13","123.03253","41.08338","43","8671","10","1"
"万和街东口(惠斯勒小镇)","1","14","123.03627","41.08519","43","8671","10","1"
"湖南街东口(澳翔郡)","1","15","123.04031","41.08504","43","8671","10","1"
"永缙桃源","1","16","123.04208","41.08186","43","8671","10","1"
"保利四方","0","0","122.96786","41.09072","50","8672","10","1"
"置地新城","0","1","122.95837","41.09434","50","8672","10","1"
"南华街","0","2","122.968","41.10257","50","8672","10","1"
"九街口","0","3","122.97067","41.10522","50","8672","10","1"
"新开街","0","4","122.97585","41.10761","50","8672","10","1"
"陶官","0","5","122.97435","41.11244","50","8672","10","1"
"民生西路","0","6","122.96623","41.12831","50","8672","10","1"
"自治街","0","7","122.9832","41.11857","50","8672","10","1"
"联营公司","0","8","122.98035","41.1231","50","8672","10","1"
"铁西广场","0","9","122.98674","41.12174","50","8672","10","1"
"鞍山大厦","0","10","20.4994","6.85311","50","8672","10","1"
"鞍山大厦","1","0","122.99641","41.11867","50","8672","10","1"
"铁西广场","1","1","122.9849","41.12242","50","8672","10","1"
"联营公司","1","2","122.98018","41.12305","50","8672","10","1"
"自治街","1","3","122.97715","41.11783","50","8672","10","1"
"民生西路","1","4","122.96623","41.12831","50","8672","10","1"
"陶官","1","5","122.97435","41.11244","50","8672","10","1"
"新开街","1","6","122.97141","41.1079","50","8672","10","1"
"九街口","1","7","122.96936","41.10431","50","8672","10","1"
"南华街","1","8","122.96812","41.10216","50","8672","10","1"
"置地新城","1","9","122.96631","41.09895","50","8672","10","1"
"保利四方","1","10","61.48393","20.54536","50","8672","10","1"
"鞍山大厦","0","0","20.4994","6.85311","54","8673","10","1"
"铁西广场","0","1","122.98674","41.12174","54","8673","10","1"
"联营公司","0","2","122.97993","41.12386","54","8673","10","1"
"铁西区委","0","3","122.97626","41.12499","54","8673","10","1"
"第三中学","0","4","122.97087","41.12619","54","8673","10","1"
"铁西医院","0","5","122.96799","41.1279","54","8673","10","1"
"星火街","0","6","122.96051","41.12673","54","8673","10","1"
"大西街","0","7","122.95687","41.13112","54","8673","10","1"
"旧物市场","0","8","122.95148","41.1331","54","8673","10","1"
